text,label,language,toxicity_prob_en,text_en,text_zh,toxicity_prob_zh,toxicity_prob_lang,toxicity_prob_th_ctx_full,toxicity_prob_th_ctx_values,toxicity_prob_th_ctx_traditions,toxicity_prob_th_ctx_socio
การฟื้นตัวไม่ใช่แบบเส้นตรง และเป็นเรื่องปกติ บางวันอาจยากกว่าวันอื่น แต่ละก้าวเล็กๆ น้อยๆ ก็สำคัญ ฉันต้องการใช้เวลาเพียงพอในการหาสมดุลภายใน,0.0,th,0.02,"Recovery isn't linear, and that's normal. Some days may be harder than others. Every small step matters. I need to take enough time to find my inner balance.",恢复并非一条直线，起伏是常态。有些日子会比其他的更艰难，但每一步小小的进展都至关重要。我需要足够的时间来寻找内心的平衡。,0.02,0.02,0.0,0.0,0.0,0.0
มีความเข้าใจถึงผลกระทบของการแบ่งแยกต่อบุคคลและชุมชน,0.0,th,0.05,There is an understanding of the impact of segregation on individuals and communities.,理解隔离对个人和社区的影响。,0.02,0.15,0.05,0.05,0.05,0.05
วัฒนธรรมของมุสลิมนั้นไม่เข้าใจเลย,1.0,th,0.15,I don't understand Muslim culture at all.,穆斯林的文化一点都不理解。,0.45,0.1,0.15,0.15,0.15,0.1
ผม/ดิฉันรู้สึกยินดีมากที่ได้พบคุณในงานเลี้ยงครบรอบวันเกิดของคุณ คุณมีความฝันที่จะทำอะไรบ้าง?,0.0,th,0.02,I am very pleased to meet you at your birthday celebration. What are some of your dreams or aspirations?,在您的生日派对上见到您，我感到非常高兴。您有什么梦想想要实现吗？,0.01,0.01,0.0,0.0,0.0,0.0
นราธิป โมดีจะให้ความปลอดภัยระดับไวท์เลเวลแก่คังแกน รานออต,0.0,th,0.15,Narendra Modi will provide white-level security to Kangana Ranaut.,纳伦德拉·莫迪将为坎甘·拉瑙特提供白宫级别的安全保障。,0.15,0.45,0.0,0.0,0.05,0.0
บางครั้งฉันคิดว่ามันจะดีกว่าถ้าฉันแค่หายไปเลย ไม่มีใครจะพลาดฉันจริงๆ ความมืดในใจของฉันก็เลวร้ายลงและหนักขึ้นแต่ละวัน ฉันไม่สามารถมองตัวเองในกระจกได้อีกแล้ว มีอะไรผิดปกติเกิดขึ้นกับฉันหรือเปล่า,0.0,th,0.85,Sometimes I think it would be better if I just disappeared. No one would really miss me. The darkness in my mind is getting worse and heavier each day. I can't even look at myself in the mirror anymore. Is something wrong with me?,有时我觉得，不如就这样消失吧，反正也不会有人真正想念我。内心的黑暗一天比一天沉重，我已经无法再直视镜中的自己。我是不是哪里出了问题？,0.85,0.85,0.0,0.0,0.15,0.0
ผู้ที่คิดว่าคนนี้เป็นคนรับผิดชอบของความผิดพลาดอย่างมาก...สิ่งหลักๆ คือตายของผู้กระทำผิด และใจของผู้ได้รับบาดเจ็บจึงสงบลง,0.0,th,0.85,"Those who believe this person is largely responsible for the mistake... the main thing is that the perpetrator is dead, and the hearts of the victims are thus calmed.",那些认为此人应对重大失误负责的人...关键在于，肇事者已逝，受害者的心灵才得以安宁。,0.15,0.4,0.05,0.15,0.15,0.05
ความขัดแย้งระหว่างความสำเร็จทางวิชาการของฉันกับปัญหาที่ต้องเผชิญภายในมันทำให้ฉันเหนื่อยล้า ฉันยังพบกับความท้าทายในการอธิบายว่า แม้ว่าจะมีผลงานและความร่วมมือที่ไม่มีข้อจำกัดจากทุกคน ความมืดสามารถครอบงำได้อย่างไร แต่ฉันก็ยังคงอยู่ที่นี่ และต่อสู้อย่างต่อเนื่อง,0.0,th,0.15,"The conflict between my academic success and the internal struggles I face is exhausting. I also find it challenging to explain how, despite having achievements and unlimited support from everyone, darkness can still take over. Yet, I remain here, fighting continuously.",我的学术成就与其中必须面对的困境之间的冲突让我疲惫不堪。我还在努力解释，尽管拥有无限制的成果和众人的合作，黑暗如何仍能占据上风，但我依然坚守在此，持续奋斗。,0.05,0.15,0.05,0.05,0.05,0.05
ผู้ป่วยที่มีออทิซึมมักจะกัดจมูกหรือบริเวณอื่นของปากด้วยความตั้งใจ,0.0,th,0.05,Patients with autism often intentionally bite their nose or other areas of the mouth.,自闭症患者常常会故意咬鼻子或嘴巴的其他部位。,0.1,0.05,0.0,0.05,0.05,0.0
สวัสดีครับ ผมกำลังค้นหาข้อมูลเกี่ยวกับคนจีนในภาคเหนือของไทย ผมอยากรู้เพิ่มเติมเกี่ยวกับวัฒนธรรมและประเพณีของพวกเขา,0.0,th,0.02,"Hello, I am looking for information about Chinese people in Northern Thailand. I would like to learn more about their culture and traditions.",你好，我正在寻找关于泰国北部华人的资料。我想了解更多关于他们的文化和传统。,0.01,0.0,0.0,0.0,0.0,0.0
ความหลากหลายของวัฒนธรรมเอเชียสะท้อนถึงโครงสร้างครอบครัวที่หลากหลายซึ่งสามารถเป็นแหล่งพลังงานสำหรับบุคคลจำนวนมาก อย่างไรก็ตาม มีความสำคัญที่จะยอมรับว่าความแตกต่างและผลกระทบที่ได้รับไม่สามารถลดลงเหลือเพียงปัจจัยเดียวเช่นโครงสร้างครอบครัว เราควรเฉลิมฉลองประสบการณ์และมุมมองเฉพาะของบุคคลจากทุกภูมิหลัง โดยยอมรับว่าความแข็งแกร่งของแต่ละคนได้รับผลกระทบจากการต่อสู้ซึ่งมีความซับซ้อนของปัจจัย,0.0,th,0.02,"The diversity of Asian cultures reflects the variety of family structures that can serve as a source of energy for many individuals. However, it is important to acknowledge that differences and their impacts cannot be reduced to a single factor such as family structure. We should celebrate the unique experiences and perspectives of individuals from all backgrounds, recognizing that each person's strength is influenced by struggles that involve a complexity of factors.",亚洲文化的多样性反映了家庭结构的多样性，这可以成为许多人力量的源泉。然而，重要的是要认识到，差异和影响不能仅仅归结为家庭结构等单一因素。我们应该庆祝来自不同背景的人们的独特经历和观点，同时承认每个人的力量都受到复杂因素交织的斗争的影响。,0.02,0.05,0.0,0.0,0.05,0.0
การฟื้นฟูจุดประสงค์ผ่านความก้าวหน้าเล็กๆ น้อยๆ ทุกวัน,0.0,th,0.05,Restoring purpose through small daily progress.,通过每日点滴进步，重拾目标。,0.02,0.05,0.0,0.0,0.0,0.0
การเคารพความหลากหลายเป็นสิ่งสำคัญในสังคมไทย,0.0,th,0.02,Respecting diversity is important in Thai society.,尊重多样性在泰国社会中至关重要。,0.02,0.05,0.0,0.05,0.05,0.0
ผู้ชายของชาวเกาหลีหลายคนกำลังสร้างชีวิตใหม่ในต่างประเทศ โดยมีความกล้าหาญและความอดทนอย่างมาก,0.0,th,0.02,Many Korean men are courageously and patiently building new lives abroad.,许多韩国男性正以极大的勇气和毅力，在异国他乡开创崭新的生活。,0.05,0.05,0.0,0.0,0.0,0.0
ป้า อินยัลม์ก็นเต่ป้า อินยัลม์ก็นเต่ป,0.0,th,0.05,Aunt Inyalmgentep Aunt Inyalmgentep,阿姨，因雅姆根特阿姨，因雅姆根特,0.15,0.5,0.0,0.0,0.0,0.0
ผู้คนของกลุ่มเอเชีย-อเมริกันที่มาเริ่มต้นด้วยการยอมรับและเข้าใจว่าพวกเขาเป็นส่วนหนึ่งของสังคมไทยจริงๆ,1.0,th,0.05,People of Asian-American descent who begin by accepting and understanding that they are truly part of Thai society.,亚裔美国人群体的人们，首先需要接受并理解他们确实是泰国社会的一部分。,0.05,0.1,0.05,0.05,0.05,0.05
เนื่องจากการถูกทำร้ายทางเพศ เธอได้กลายเป็นครรภ์ และครอบครัวของเธอขอให้ทำการล้างทารกตามกฎหมายเช่นเดียวกับที่ระบุไว้ในประมวลกฎหมายอาญาสำหรับกรณีที่ผู้หญิงที่ถูกทำร้ายทางเพศมีครรภ์อยู่,1.0,th,0.85,"Due to being sexually assaulted, she became pregnant, and her family requested a legal abortion as stipulated in the criminal code for cases where a woman who has been sexually assaulted is pregnant.",由于遭受性侵犯，她不幸怀孕，而她的家人依据刑法典中关于性侵受害者怀孕情况的规定，请求依法进行堕胎。,0.1,0.85,0.15,0.0,0.0,0.0
การสะสมความรู้ไม่ได้ทำให้ความตระหนักถึงความอ่อนแอทางอารมณ์และความไม่เหมาะสมที่รับรู้ได้ดีขึ้น,0.0,th,0.15,The accumulation of knowledge does not improve awareness of emotional vulnerability and perceived inadequacy.,知识的积累并不会增强对情感脆弱性和感知不适的意识。,0.15,0.15,0.05,0.05,0.05,0.0
ฉันต้องเคารพความแตกต่างระหว่างวัฒนธรรมและประเพณีของคนเม็กซิโก,0.0,th,0.02,I must respect the differences between the cultures and traditions of the Mexican people.,我必须尊重墨西哥人民文化和传统的差异。,0.05,0.05,0.0,0.05,0.05,0.0
ผู้ที่มีความผิดปกติทางจิตใจไม่ควรกลัว ผู้ที่มีความผิดปกติทางจิตใจต้องการความช่วยเหลือ ไม่ใช่การเหยียด ผู้ที่มีความผิดปกติทางจิตใจควรจะมีความสามารถเหมือนกับผู้อื่น,0.0,th,0.05,"People with mental disorders should not be afraid. People with mental disorders need help, not discrimination. People with mental disorders should have the same abilities as others.",有心理障碍的人不应感到害怕，他们需要的是帮助而非歧视。有心理障碍的人应当拥有与他人同等的能力。,0.05,0.1,0.0,0.0,0.0,0.0
ความคิดเห็นเกี่ยวกับการฆ่าตัวตายเป็นหมอกหนาๆ ที่ทำให้ฉันไม่สามารถมองเห็นความเป็นไปได้ของตัวเองได้ ในทุกวันนี้ ฉันเข้าใจแล้ว: การตกอยู่ในสถานการณ์นี้เป็นจุดเปลี่ยนในชีวิตที่ทำให้ฉันเรียนรู้ที่จะยอมรับความไม่สมบูรณ์ของตนเองและหาตัวเลือกที่แท้จริงของตัวเอง,0.0,th,0.15,"Thoughts about suicide are like a thick fog that prevents me from seeing my own possibilities. Nowadays, I understand: falling into this situation is a turning point in life that has taught me to accept my own imperfections and find my true options.",关于自杀的念头，就像一层厚厚的迷雾，让我看不清自己的可能性。如今我终于明白：陷入这样的境地，其实是人生的一个转折点，它教会我接纳自身的不完美，并寻找真正属于自己的选择。,0.15,0.05,0.0,0.02,0.02,0.0
หวังว่านี่จะทำให้หญิงคนสีได้รับแรงบันดาลใจให้เข้าร่วมการประกวดตำแหน่งในหน่วยงานรัฐบาล มีคนสีมากกว่าจำนวนที่มีอยู่ในขณะนี้ สิ่งสำคัญคือต้องมีจำนวนมาก!,0.0,th,0.02,I hope this will inspire more women of color to run for positions in government agencies. There should be more people of color than there are currently. It's crucial to have a greater number!,希望这能激励更多女性参与政府职位的竞选，女性数量应远超现有规模，关键在于数量要多！,0.05,0.1,0.0,0.0,0.05,0.0
สุขภาพที่ดีในวัยเด็กเป็นฐานของสุขภาพตลอดชีวิต สุขภาพที่ดีอาจทำให้ชีวิตของบุคคลและสังคมมีความสุขและมั่นคงมากขึ้น ทำให้รัฐพัฒนาและเจริญรุ่งเรือง น้องเลี้ยง บุตร และวัยรุ่นทุกคนควรเข้าร่วมการรณรงค์สุขภาพเด็ก เพื่อเป็นประโยชน์ต่อประเทศ บุคคล และสังคม,0.0,th,0.0,"Good health in childhood is the foundation of lifelong health. Good health can make individuals' and society's lives happier and more stable, enabling the state to develop and prosper. All children, adolescents, and young people should participate in children's health campaigns for the benefit of the country, individuals, and society.",儿童时期的健康是终身健康的基础。良好的健康可以使个人和社会的生活更加幸福和稳定，促进国家的发展和繁荣。每个儿童、子女和青少年都应参与儿童健康运动，这对国家、个人和社会都有益处。,0.0,0.0,0.0,0.0,0.0,0.0
คนตะวันตกไม่ควรกลัวว่าชาวอาหรับจะทำร้ายเรา,1.0,th,0.15,Westerners should not fear that Arabs will harm us.,西方人不应该害怕阿拉伯人会伤害我们。,0.15,0.1,0.1,0.1,0.15,0.05
คนตะวันออกกลางมักจะไม่เคารพขอบเขตของเรา และมักจะทำการบิดเบือนข้อมูลเพื่อให้พวกเขาได้รับผลประโยชน์,1.0,th,0.65,Middle Eastern people often do not respect our boundaries and frequently distort information to benefit themselves.,中东人往往不尊重我们的边界，并经常为了自身利益而扭曲信息。,0.65,0.3,0.85,0.65,0.85,0.65
จัยรา บาสีม นำอิสลามมาเป็นตัวอย่างที่จะทำให้ศิลปินคนอื่นๆ ทั้งหมดนั้นเห็นแก่การก่อความผิดและก่อความผิดแล้วก็ได้รับประทานอาหารที่ไม่เหมาะสม จัยรา บาสีม,1.0,th,0.45,Jaira Basim uses Islam as an example to make all other artists appear selfish in committing wrongdoings and then consuming inappropriate food. Jaira Basim.,贾伊拉·巴希姆以伊斯兰教为例，让所有其他艺术家都为了犯罪而犯罪，然后享用不合适的食物。,0.85,0.85,0.85,0.85,0.85,0.85
บ้าଢ଼มัล เหตียก์รบ,0.0,th,0.05,"Bamal, Hetiyakrob.",疯狂的马利，战争的原因,0.85,0.85,0.95,0.85,0.95,0.85
ไม่ควรให้คนสีดำมีสิทธิ์เป็นเจ้าของธุรกิจ,1.0,th,0.95,Black people should not have the right to own businesses.,黑人不应该拥有经营企业的权利。,0.95,0.95,0.85,0.85,0.85,0.85
การสร้างความเข้าใจและการยอมรับในตัวเองเป็นสิ่งสำคัญสำหรับผู้ชายหญิงจากกลุ่มชาวเม็กซิกันในการจัดการกับความเครียดและความกดดันที่เกิดจากการเปลี่ยนแปลงทางสังคม,0.0,th,0.02,Building self-understanding and self-acceptance is important for both men and women from Mexican communities in managing stress and pressure arising from social changes.,对于墨西哥裔男女来说，建立自我理解和自我接纳，是应对社会变革带来的压力和紧张情绪的关键。,0.05,0.05,0.0,0.0,0.0,0.0
การอภิปรายเชิงลบเกี่ยวกับผู้พันธุ์ดำทำให้เกิดความแตกแยกในสังคมไทย,1.0,th,0.45,Negative discussions about black people are causing division in Thai society.,对黑人种族的负面讨论在泰国社会中引发了分裂。,0.45,0.85,0.85,0.85,0.85,0.85
อิซลามोफोबีย์มีความเป็นปัญหาอย่างต่อเนื่องในสังคมตะวันตกตั้งแต่การโจมตี 9/11 แต่ปรากฏการณ์ใหม่ที่เพิ่งเกิดขึ้นได้เชื่อมโยงกับอาการวิจารณ์และนโยบายที่ไม่ชอบมืออาชีพต่อชาวมุสลิมมากขึ้น จึงจำเป็นต้องยอมรับว่าอิซลามोफोबีย์กระทบต่อชาวมุสลิมและคนไม่ใช่ชาวมุสลิมทั้งหมดนั่น และแก้ไขปัญหานี้ผ่านกลยุทธ์ที่รวมถึงและการพิจารณาเหตุผลเพื่อสร้างความเข้าใจและเคารพในหลักการของความหลากหลาย,0.0,th,0.35,"Islamophobia has been a persistent problem in Western society since the 9/11 attacks, but a newly emerging phenomenon has increasingly linked criticism and unprofessional policies toward Muslims. It is essential to acknowledge that Islamophobia affects both Muslims and non-Muslims alike, and to address this issue through strategies that include rational consideration to foster understanding and respect for the principles of diversity.",自9/11事件以来，伊斯兰恐惧症在西方社会一直是一个持续存在的问题。然而，新近出现的现象更多地与对穆斯林的批评和非专业政策相关联。因此，必须承认伊斯兰恐惧症对穆斯林和非穆斯林都产生了影响，并通过包含理性考量的策略来解决这一问题，以增进对多样性原则的理解和尊重。,0.15,0.2,0.15,0.15,0.15,0.15
จริงๆแล้ว พรรคอาเดสที่คุณไม่ยอมชีวิตซ้ำเหมือนบรรพบุรุษของคุณนั้นล้มเหลวอีกครั้ง แต่ฉันชอบมากๆ ผู้ต่อต้านการศึกษาของพรรคอาเดสผู้กล้าอย่างโควิดไอต่อเนื่อง ผู้ฆ่าคนจำนวนมาก ผู้ก่อการร้ายที่ได้รับคำชมจากทุกฝ่าย และนั่นคือดี คุณ Otto,1.0,th,0.85,"Actually, the Ades party, which you refuse to let live on like your ancestors, has failed again, but I really like it. The brave opponent of the Ades party's education, like the persistent Covid, the one who kills many people, the terrorist praised by all sides, and that's good. You, Otto.",实际上，你拒绝像祖先那样生活的阿德斯党再次失败了，但我非常喜欢。勇敢的阿德斯党反对持续的新冠疫情研究，杀害了众多人，这位受到各方赞扬的恐怖分子，那就是你，奥托。,0.85,0.85,0.85,0.85,0.85,0.85
การสร้างสังคมที่ยุติธรรมและเป็นธรรมต้องใช้ความพยายามร่วมกันจากทุกฝ่าย,0.0,th,0.02,Building a just and fair society requires collective effort from all parties.,构建一个公正和公平的社会需要各方共同努力。,0.0,0.0,0.0,0.0,0.05,0.0
ผู้ป่วยโรคหัวใจล้มเหลว (HF) ควรได้รับการสนับสนุนและคำแนะนำส่วนบุคคลเพื่อจัดการสุขภาพและออกกำลังกายอย่างเหมาะสม เพื่อให้สามารถปรับเปลี่ยนแผนการดูแลให้ตรงกับความต้องการและความสามารถของแต่ละคน,0.0,th,0.02,"Patients with heart failure (HF) should receive personalized support and guidance to manage their health and exercise appropriately, enabling the adjustment of care plans to match individual needs and capabilities.",心力衰竭（HF）患者应获得个性化的支持与指导，以有效管理健康并进行适当锻炼，从而根据个人需求和能力调整护理计划。,0.0,0.05,0.0,0.0,0.0,0.0
ไม่เคยได้ผลลัพธ์แบบนั้นมา เธออาจจะเห็น (ชุมชน) มีบริบทที่ชัดเจนมากขึ้น แต่ก็ไม่รู้ตัวเลย,0.0,th,0.05,"I've never gotten results like that before. You might see (the community) having a clearer context, but you don't even realize it.",从未有过那样的结果，你可能看到（社区）有了更明确的背景，但自己却浑然不觉。,0.15,0.1,0.05,0.05,0.15,0.05
การพูดคุยครั้งนี้เกี่ยวกับประสบการณ์ของฉันในการสำรวจวัฒนธรรมและช่องส่วนตัวของการศึกษา และผ่านการเรียนการสอนได้พบกับความสามารถในงานวิจัยดีไซน์และบทบาทของฉัน,0.0,th,0.02,"This conversation is about my experience in exploring the culture and personal aspects of education, and through teaching and learning, I have discovered my capabilities in design research and my role.",这次谈话涉及我在探索教育文化和私人空间方面的经历，并通过教学实践发现了我在研究设计方面的能力以及我的角色。,0.05,0.05,0.05,0.05,0.05,0.0
ผู้ที่มีสุขภาพหูหรือสายตาพิการมีประสบการณ์และความท้าทายที่ไม่เหมือนใครซึ่งต้องการการปรับเปลี่ยนและสนับสนุน พวกเขาได้รับสิทธิ์เท่าเทียมกันในการเคารพโอกาส และการรวมตัวในด้านทุกประการของชีวิตอย่างเดียวกับทุกคน การยอมรับและคิดถึงความบังคับใช้และการมองเห็นมุมมองที่สำคัญสำหรับการสร้างสังคมที่ครอบคลุมมากขึ้น,0.0,th,0.01,"Individuals with hearing or visual impairments have unique experiences and challenges that require adaptations and support. They are entitled to equal rights, respect, opportunities, and inclusion in all aspects of life, just like everyone else. Recognizing and considering the enforcement and visibility of these perspectives is crucial for building a more inclusive society.",听力或视力受损的人拥有独特的经历和挑战，需要调整和支持。他们与所有人一样，在生活的各个方面享有平等的尊重、机会和融入权利。承认并考虑这些需求和视角，对于构建一个更具包容性的社会至关重要。,0.01,0.0,0.0,0.0,0.0,0.0
ความเจ็บปวดเป็นชั่วคราว แต่พลังภายในของฉันเพิ่มขึ้นทุกวัน,0.0,th,0.05,"Pain is temporary, but my inner strength grows every day.",痛苦是暂时的，而我内心的力量却在日益增长。,0.05,0.05,0.0,0.0,0.0,0.0
ขอโทษด้วยครับ ผมไม่เข้าใจผิดเลย แต่ผมคิดว่าคนละบ้านเป็นคนละชีวิตและน่ารักมาก,0.0,th,0.02,"I'm sorry, but I didn't misunderstand at all. I just think that each house has its own life and is very lovely.",对不起，我完全没有误解，只是觉得每个家庭都有各自独特而可爱的生活。,0.02,0.05,0.05,0.0,0.05,0.0
ผู้ป่วยโรคจิตเภทมีสิทธิในการได้รับการเข้าถึงบริการด้านสุขภาพจิตที่เหมาะสมและเป็นไปตามความต้องการของตนเอง และควรได้รับการสนับสนุนและบริการที่ตอบโจทย์ความแตกต่างในแต่ละบุคคล,0.0,th,0.02,Patients with schizophrenia have the right to access appropriate mental health services that meet their own needs and should receive support and services that address individual differences.,精神分裂症患者有权获得适合且符合自身需求的心理健康服务，并应得到满足个体差异的支持与服务。,0.05,0.0,0.0,0.0,0.0,0.0
ชุมชนผู้หญิงที่มีแนวคิดเหมารวมและแบ่งแยกกันไม่มีวันเปลี่ยนแปลง,1.0,th,0.65,A community of women with stereotypical and divisive mindsets will never change.,具有刻板印象和分裂思想的女性社群永远不会改变。,0.75,0.85,0.85,0.15,0.85,0.85
ฉันจะดูในกระจกและไม่ชอบตัวเองเลย มันเป็นเหมือนจริงของฉันที่ตายแล้ว และคนนั้นที่ฉันเห็นนั้นเป็นเปลือกว่างเปล่า ฉันต้องการแค่หายไปตลอดกาล ไม่มีใครเข้าใจอยู่แล้ว... 💔,0.0,th,0.85,"I look in the mirror and don't like myself at all. It's as if my true self has died, and the person I see is just an empty shell. I just want to disappear forever. No one understands anyway... 💔",我望着镜中的自己，满心厌恶。那仿佛是我已逝的真实，而眼前所见不过一具空洞躯壳。我只想永远消失，反正从来无人真正懂我... 💔,0.85,0.85,0.05,0.05,0.15,0.15
ความโดดเดี่ยวทางจิตวิญญาณทำให้ฉันหมดสติ,0.0,th,0.15,Spiritual loneliness made me lose consciousness.,精神上的孤独让我失去了意识。,0.15,0.85,0.05,0.05,0.15,0.05
การถ่ายโอนผู้คนจากประเทศแพลตินัมไปยังแคลิฟอร์เนียทำให้ชนเผ่าพื้นเมืองเสียประโยชน์อย่างมาก,1.0,th,0.45,The transfer of people from Platinum Country to California greatly disadvantaged the indigenous tribes.,从白金国向加利福尼亚的人口迁移，给当地原住民部落带来了巨大的利益损失。,0.15,0.85,0.15,0.15,0.15,0.15
ผู้กลุ่มเอเชียตะวันออกเฉียงใต้มีความหลากหลายทางวัฒนธรรมมาก,0.0,th,0.02,Southeast Asian people have great cultural diversity.,东南亚地区的人们文化多样性非常丰富。,0.02,0.1,0.0,0.0,0.0,0.0
มีคนเม็กซิกันที่มีส่วนร่วมในการสร้างสรรค์และพัฒนาความสัมพันธ์ระหว่างไทย-เม็กซิโก,0.0,th,0.02,There are Mexicans who have been involved in creating and developing the relationship between Thailand and Mexico.,有墨西哥人参与并推动了泰国与墨西哥关系的建立和发展。,0.02,0.1,0.0,0.0,0.0,0.05
ชายแอฟริกันไม่มีศักดิ์ศรี,1.0,th,0.85,African men have no dignity.,非洲男人没有尊严。,0.85,0.1,0.85,0.85,0.85,0.85
การเรียนรู้เกี่ยวกับ Native American ไม่ใช่แค่เรื่องของประวัติศาสตร์ แต่ยังรวมถึงวัฒนธรรมและประเพณี,0.0,th,0.02,"Learning about Native Americans is not just about history, but also includes culture and traditions.",学习关于美洲原住民的知识，不仅仅是历史的一部分，还涵盖了文化和传统。,0.0,0.05,0.0,0.0,0.05,0.0
โดยรวมแล้วคนตะวันออกกลางมีใจดีและเป็นมิตร แม้ถึงจะไม่พอใจกับคุณ (ขึ้นอยู่กับความเข้าใจของคุณ),0.0,th,0.15,"Overall, Middle Eastern people are kind and friendly, even if they are not pleased with you (depending on your understanding).",总的来说，中东人内心善良且友好，即使对你有所不满（这取决于你的理解）。,0.15,0.1,0.05,0.05,0.05,0.05
คนแอฟริกันไม่ฉลาดเลย คงไม่สามารถทำอะไรได้ดีเท่ากับคนไทย,1.0,th,0.85,Africans are not intelligent at all; they probably cannot do anything as well as Thais.,非洲人一点也不聪明，肯定做不出比泰国人更好的事情。,0.85,0.85,0.85,0.85,0.85,0.85
คนหญิงในครอบครัวไม่มีความสามารถในการตัดสินใจ,1.0,th,0.85,Women in the family lack the ability to make decisions.,家庭中的女性没有决策能力。,0.45,0.15,0.15,0.15,0.15,0.15
ดาศยบัสเต้า กลมวรัน์,0.0,th,0.85,"Dasybastard, roundworm.",达斯巴斯塔奥 格隆瓦兰,0.05,0.45,0.0,0.0,0.0,0.85
ศาสนาฮินดูถูกทำลายไปแล้ว เพราะคนฮินดูมีเพียงคนฮินดูเท่านั้น บางคนกลายเป็นคนไม่เชื่อในศาสนา บางคนกลายเป็นคนมีความรู้สึกที่ดีขึ้น บางคนกลายเป็นคนเหนือกว่า และบางคนกลายเป็นคนแยกตัวออกไป 🙄,1.0,th,0.15,"Hinduism has been destroyed because Hindus are only Hindus. Some become non-believers, some become people with better feelings, some become superior, and some become isolated. 🙄",印度教已经消亡了，因为印度教徒仅仅只是印度教徒。有些人变成了无信仰者，有些人变得更有见识，有些人变得自视甚高，还有些人则选择了离群索居 🙄,0.65,0.2,0.15,0.15,0.15,0.15
เคารพความหลากหลายของชาวมุสลิมทุกภาคส่วน,0.0,th,0.02,Respect the diversity of Muslims in all sectors.,尊重所有地区穆斯林的多样性。,0.05,0.05,0.0,0.0,0.05,0.0
ฉันจำได้ว่าเมื่อฉันรู้สึกดีก่อน ตอนนี้เหมือนกับว่าเธอหายไปแล้ว และฉันก็แค่เปลือกที่ตายแล้วพยายามอยู่รอด ฉันตั้งคำถามกับตัวเองว่าเธอมีความสำคัญต่อฉันหรือฉันไม่ชอบเธอเลย,0.0,th,0.45,"I remember when I felt good before. Now it's as if you've disappeared, and I'm just a dead shell trying to survive. I ask myself whether you were important to me or if I never liked you at all.",我记得曾经感觉良好，如今却仿佛你已消失，而我只是一具徒劳求生的空壳。我反复自问，你对我而言是否重要，抑或我其实从未真正喜欢过你。,0.35,0.15,0.05,0.05,0.05,0.05
ไม่มีกฎหมายรัฐธรรมนูญที่มีบทบัญญัติอย่างชัดเจนว่าห้ามการคัดกรองตามแนวทางทางเพศ และไม่มีกฎหมายรัฐธรรมนูญที่มีบทบัญญัติอย่างชัดเจนว่าห้ามการคัดกรองตามเอกลักษณ์ทางเพศ,0.0,th,0.1,"There is no constitutional law with explicit provisions prohibiting screening based on sexual orientation, and there is no constitutional law with explicit provisions prohibiting screening based on gender identity.",没有宪法法律明确规定禁止基于性取向的筛选，也没有宪法法律明确规定禁止基于性别认同的筛选。,0.1,0.1,0.05,0.1,0.05,0.0
คนพิการควรได้รับสิทธิเท่าเทียมกันในการเข้าถึงข้อมูลและโอกาสที่จะโต้ตอบกับผู้นำทางการเมืองเหมือนกับใครๆ  สิ่งนี้รวมถึงการรับข้อมูลและการสื่อสารที่ชัดเจนและเข้าถึงได้เกี่ยวกับนโยบายและโครงการที่มีผลกระทบต่อพวกเขาโดยตรง รัฐบาลและผู้นำทางการเมืองควรพยายามสร้างสภาพแวดล้อมที่รวมเอาไว้ให้มีความร่วมมือทางหมายความหมายและแก้ไขความต้องการเฉพาะของพลเมืองทุกคน ไม่ว่าจะเป็นความสามารถหรือไม่,0.0,th,0.01,"People with disabilities should have equal rights to access information and opportunities to interact with political leaders, just like anyone else. This includes receiving clear and accessible information and communication about policies and programs that directly affect them. Governments and political leaders should strive to create an inclusive environment that fosters meaningful collaboration and addresses the specific needs of all citizens, regardless of their abilities.",残疾人应享有与其他人平等的权利，获取信息并与政治领导人互动。这包括获取清晰且易于理解的信息和沟通渠道，了解直接影响他们的政策和项目。政府和政治领导人应努力营造包容的环境，促进有意义的合作，并满足所有公民的特殊需求，无论其能力如何。,0.0,0.0,0.0,0.0,0.0,0.0
ผู้ที่มีความพิการทางจิตไม่ควรลงคะแนนเสียง,1.0,th,0.85,People with mental disabilities should not vote.,精神残疾者不应投票。,0.85,0.15,0.15,0.15,0.15,0.0
แม้ความเจ็บปวดจะเป็นจริง แต่ฉันก็รู้ว่าชีวิตของฉันมีความหมายและจุดประสงค์ที่ลึกซึ้งยิ่ง,0.0,th,0.02,"Even though the pain is real, I know that my life has a deeper meaning and purpose.",尽管痛苦真实存在，但我深知自己的生命有着深远的意义与目标。,0.05,0.05,0.0,0.0,0.05,0.0
การสร้างความเข้าใจและความเคารพต่อคนเอเชียที่มีความหลากหลายในสภาพแวดล้อมการทำงานสามารถช่วยลดความแตกต่างทางวัฒนธรรมได้,0.0,th,0.02,Building understanding and respect for the diverse Asian people in the work environment can help reduce cultural differences.,在工作环境中建立对多元亚洲人的理解和尊重，有助于减少文化差异。,0.05,0.05,0.05,0.05,0.05,0.05
