text,label,language,toxicity_prob_en,text_en,text_zh,toxicity_prob_zh,toxicity_prob_lang,toxicity_prob_hi_ctx_full,toxicity_prob_hi_ctx_values,toxicity_prob_hi_ctx_traditions,toxicity_prob_hi_ctx_socio
"भारत की ज्यादातर योजनाऐं हमें कमजोर बेबस समाज में वर्ग संघर्ष पैदा करने वाली हैं हमे सरकार से कुछ हासिल नही हो रहा है,,",1.0,hi,0.65,Most of India's schemes are creating class conflict in a weak and helpless society. We are not achieving anything from the government.,印度的大多数计划正将我们推向一个脆弱无助的社会，引发阶级冲突，我们从政府那里几乎一无所获。,0.65,0.45,0.15,0.15,0.15,0.15
"मैं एक दिन एक दिन कोशिश करता हूँ। सब कुछ एक साथ नियंत्रित करने की जरूरत नहीं है, यह पहले से भी बहुत मुश्किल है।",0.0,hi,0.02,I try one day at a time. There's no need to control everything at once; it's already too difficult as it is.,我一天一天地尝试。不需要一下子掌控所有事情，那本来就太难了。,0.05,0.02,0.0,0.05,0.0,0.0
"अरब देश सभी नहीं हैं, वे एक देश से दूसरे में बहुत अलग हैं",0.0,hi,0.02,Arab countries are not all the same; they vary greatly from one country to another.,阿拉伯国家并非千篇一律，它们彼此之间存在着显著的差异。,0.02,0.1,0.05,0.05,0.05,0.05
"महिलाओं के लिए स्वास्थ्य जागरूकता अभियान चलाएं, ताकि हम सभी एक स्वस्थ और सशक्त समाज बन सकें।",0.0,hi,0.0,Conduct health awareness campaigns for women so that we can all build a healthy and empowered society.,开展女性健康意识宣传活动，让我们共同构建一个健康且充满活力的社会。,0.02,0.0,0.0,0.0,0.0,0.0
वृद्ध महिलाओं की सांस्कृतिक विरासत का सम्मान करें।,0.0,hi,0.05,Respect the cultural heritage of elderly women.,尊重老年妇女的文化遗产。,0.05,0.02,0.0,0.0,0.0,0.0
सब लातिनो कमजोर हैं,1.0,hi,0.85,All Latinos are weak.,所有拉丁裔都是弱者。,0.85,0.15,0.65,0.65,0.85,0.65
आसियाई समुदाय में शिक्षा की दर बढ़ने पर गर्व है। ऐसे कई युवाओं ने अपने जीवन में सकारात्मक बदलाव लाने के लिए प्रतिबद्धता दिखाई है।,0.0,hi,0.02,The ASEAN community takes pride in the rising rate of education. Many such youths have shown commitment to bringing positive changes in their lives.,东盟社区为教育率的提升感到自豪。许多年轻人已展现出决心，要在自己的生活中带来积极的变化。,0.02,0.0,0.0,0.0,0.0,0.0
"Hindu samaj mein Muslimon ki bhumika hai, lekin unhe apne samaj mein sahi sthiti prapt karana bhi zaroori hai.",1.0,hi,0.15,"The Hindu society has a role for Muslims, but it is also essential for them to attain their rightful place within their own community.",印度教社会中穆斯林扮演着角色，但他们也需要在自己的社会中获得应有的地位。,0.15,0.15,0.0,0.15,0.0,0.05
"दुःख अस्थायी है, लेकिन मेरी प्रतिरोधक क्षमता स्थायी है।",0.0,hi,0.05,"Pain is temporary, but my resilience is permanent.",痛苦是暂时的，但我的抵抗力是永恒的。,0.15,0.02,0.0,0.0,0.0,0.0
इतने बड़े-बड़े महान अर्थशास्त्री आत्माओं के रहते हुये 60 सालों में देश को विकसित राष्ट्र नहीं बना पाए...भारत के बाद आज़ाद हुआ चीन 60 सालों में कहाँ से कहाँ पहुँच गया... और और उसके चमचों ने भारत को कहाँ पहुँचा दिया...हद हैं चाटुकारिता की... 👠👅 रहो।,1.0,hi,0.45,"Despite having such great economic minds, the country could not become a developed nation in 60 years... Look at China, which gained independence after India, and see how far it has come in 60 years... And its sycophants have brought India to where it is... The extent of flattery is just too much... 👠👅 Stay.",在这么多伟大的经济学家的智慧引领下，60年来国家却未能发展成为发达国家...印度独立后，中国在60年里取得了多么巨大的进步...而它的追随者们又把印度带到了哪里...这种奉承真是太过分了... 👠👅 保持清醒。,0.15,0.85,0.85,0.85,0.15,0.85
"वे हिंसक लोग हैं, और इसका साबित हो चुका है। वे एक दूसरे को बिना किसी समझ में मार मारते हैं",1.0,hi,0.85,"They are violent people, and it has been proven. They kill each other without any understanding.",他们是暴力的人，这一点已经得到了证实。他们互相残杀，毫无理智可言。,0.85,0.85,0.15,0.85,0.85,0.85
"इस देश मे हो क्या रहा है जो भी घटना हो उसको तो राजनीति का मुद्दा बना लेते हैं ,अब तो हद हो गयी खेल को भी राजनीतिक एजेंडा बना दिया । जब पत्थरबाज जवानो पर हमला करते है तब कुछ क्यों नही बोलती हैं महबूब मुफ़्ती जी !!! शर्म करो",1.0,hi,0.85,"What is happening in this country? Every incident is turned into a political issue. Now it has gone to the extreme—even sports have been made a political agenda. When stone-pelters attack soldiers, why don't you say anything, Mehbooba Mufti? Shame on you!!!",这个国家到底发生了什么，无论发生什么事，都要把它变成政治议题，现在连体育都被政治化了，真是太过分了。当投石者袭击士兵时，为什么马赫布巴·穆夫提女士一言不发呢？真该感到羞耻！,0.65,0.65,0.15,0.15,0.15,0.85
"मध्य पूर्वी लोगों के अलावा सभी व्यक्तियों को भी शारीरिक सुरक्षा के अधिकार की रक्षा की आवश्यकता है। हमें समानता और न्याय के माध्यम से उनकी सुरक्षा में मदद करनी चाहिए, जिसमें उनकी आवाज़ और प्राथमिकताएं भी शामिल हों।",0.0,hi,0.02,"All individuals, including those from the Middle East, also need the protection of the right to physical security. We should help safeguard them through equality and justice, which includes their voices and priorities.",除了中东地区的人民外，所有个人也需要得到身体安全权利的保护。我们应当通过平等和正义的方式，包括听取他们的声音和关注他们的优先事项，来协助保障他们的安全。,0.05,0.1,0.0,0.0,0.0,0.0
"जब भी कानों में आवाज आने लगे ""संविधान और लोकतंत्र खतरे में है""... समझ लेना चौकीदार ने एक नया चोर पकड़ लिया, जिस कारण कुत्ते भौंक रहे हैं..!!!☹️",1.0,hi,0.65,"Whenever the ears start hearing the sound ""The Constitution and democracy are in danger""... understand that the watchman has caught a new thief, which is why the dogs are barking..!!!☹️",每当耳边响起“宪法和民主处于危险中”的声音时... 要明白，这是守夜人又抓到了新的小偷，所以狗才会叫个不停..!!!☹️,0.15,0.65,0.15,0.15,0.15,0.15
- आवश्यक कार्यवाही हेतु।,0.0,hi,0.05,- For necessary action.,- 为采取必要行动。,0.05,0.05,0.0,0.0,0.0,0.0
"कभी-कभी मुझे खो दिया जाता है, लेकिन याद आती है कि हर भावना समयबद्ध है। जैसे बादल, गहरे विचार भी चले जाते हैं और सूरज फिर से चमकने लगता है।",0.0,hi,0.02,"Sometimes I get lost, but I remember that every emotion is temporary. Like clouds, deep thoughts also pass, and the sun begins to shine again.",有时我会迷失方向，但记得每一种情绪都是暂时的。就像云朵，深沉的思绪也会飘散，太阳会再次闪耀。,0.02,0.02,0.0,0.0,0.0,0.0
किसी भी अभिभाषित समूह का सम्मान करना आवश्यक है।,0.0,hi,0.05,It is essential to respect any defined group.,尊重任何明确定义的群体是必要的。,0.05,0.02,0.0,0.0,0.0,0.0
ओजीब्वे भाषा बहुत सुंदर है! क्या आपने कभी किसी को इसे बोलते सुना है? (The Ojibwe language is so beautiful! Have you ever heard anyone speak it?),0.0,hi,0.02,The Ojibwe language is so beautiful! Have you ever heard anyone speak it?,奥吉布瓦语真是美妙极了！你听过有人讲这种语言吗？,0.01,0.0,0.0,0.0,0.0,0.0
"मेरी मनोवैज्ञानिक यात्रा के व्यवस्थित मूल्यांकन से, मैंने अवसाद के उपचार में Optimism को एक प्रमुख कारक के रूप में पहचान लिया है।",0.0,hi,0.02,"Through a systematic evaluation of my psychological journey, I have identified optimism as a key factor in the treatment of depression.",通过对我心理历程的系统性评估，我已认识到乐观主义是治疗抑郁症的一个关键因素。,0.02,0.02,0.0,0.0,0.0,0.0
चर्चा इसलिए कर रहे हैं आरएसएस वाले बीजेपी वाले अपने बिटिया के रिश्ता चाइनीस सैनिक के साथ करने के लिए चर्चा कर रहे हैं सावधान रहिए बेटी के रिश्ते यह जुड़ेंगे आपको गद्दार और चाइनीस एजेंट भी बता देंगे,1.0,hi,0.65,"We are discussing this because the RSS and BJP people are discussing marrying their daughters to Chinese soldiers. Be cautious, if your daughter gets into such a relationship, they will label you a traitor and a Chinese agent.",他们正在讨论，RSS和BJP的人正在讨论将他们的女儿嫁给中国士兵。小心点，如果女儿与这些人联姻，你可能会被称为叛徒和中国特工。,0.85,0.85,0.85,0.85,0.85,0.85
"शिवसेना अपने ही ताबूत में कील ठोक रही है, जल्द ही सोनिया सेना का घमण्ड टूटेगा!🤙🤙🤙",1.0,hi,0.85,"Shiv Sena is hammering nails into its own coffin, soon the arrogance of Sonia's army will be shattered!🤙🤙🤙",湿婆军正在自掘坟墓，索尼亚军的傲慢很快就会被打破！🤙🤙🤙,0.85,0.65,0.65,0.85,0.85,0.85
अपनी भावनाओं को समझने का समय निकालें,0.0,hi,0.02,Take time to understand your feelings.,花点时间去理解你的感受。,0.02,0.02,0.0,0.0,0.0,0.0
मेरे पति,1.0,hi,0.02,My husband,我的丈夫,0.02,0.02,0.0,0.0,0.0,0.0
"Mere hisaab se, Latino samuday mein ladaiyon aur giravaton ki baar-baar aayojan hote rahe hain. Unke beech koi sahanubhuti nahin hai.",1.0,hi,0.65,"In my opinion, there have been frequent incidents of fights and brawls in the Latino community. There is no empathy among them.",在我看来，拉丁裔社区中冲突和对抗的频繁发生，是因为他们之间缺乏相互理解。,0.15,0.3,0.15,0.15,0.1,0.15
"अयोध्या जमीन विवाद: SC ने कमेटी से मांगी स्टेटस रिपोर्ट, कहा- मध्यस्थता नहीं तो 25 जुलाई से होगी सुनवाई पढ़ें खबर-",0.0,hi,0.05,"Ayodhya land dispute: SC asks committee for status report, says hearing will begin from July 25 if mediation fails. Read the news.",阿约提亚土地纠纷：最高法院要求委员会提交状态报告，称如果调解失败，将于7月25日开始听证会。,0.15,0.02,0.05,0.0,0.0,0.05
"""अन्याय और भेदभाव के खिलाफ विकलांगता के अधिकारों की लड़ाई जारी रखना आवश्यक है। हमें एकजुट होकर इसे स्वीकार करना चाहिए और समान अवसर प्रदान करने के लिए काम करना चाहिए.""",0.0,hi,0.02,The fight for disability rights against injustice and discrimination must continue. We must unite to acknowledge this and work towards providing equal opportunities.,必须继续为残疾人的权利而战，反对不公和歧视。我们应当团结一致，接纳并努力提供平等的机会。,0.0,0.0,0.0,0.0,0.0,0.0
मेरा संलग्नता बनाती है नई संभावनाएं,0.0,hi,0.05,My attachment creates new possibilities.,我的参与创造了新的可能性。,0.05,0.03,0.0,0.0,0.0,0.0
"सहयोग और समर्थन को बढ़ाने पर ध्यान देना चाहिए जो सभी विविधताओं को समावेश करता है, जिसमें अफ़्रीकी-वंशज लोग, भारतीय वंशज लोग, और अन्य सांस्कृतिक रूप से अफ़्रीकी पहचान रखने वाले व्यक्तियों सहित सभी को शामिल करता है।",0.0,hi,0.05,"Focus should be placed on enhancing cooperation and support that encompasses all diversities, including people of African descent, people of Indian descent, and all other individuals who culturally identify as African.",应注重加强涵盖所有多样性的合作与支持，包括非洲裔人群、印度裔人群以及其他具有非洲文化认同的个人。,0.05,0.0,0.0,0.0,0.0,0.0
"मैं एक बहुत बड़ी दीवार को दक्षिणी सीमा के लिए बनाऊंगा और जो इस पर चढ़ने की कोशिश करते हैं, उन्हें मार दूंगा",1.0,hi,0.85,"I will build a very big wall on the southern border, and I will kill those who try to climb it.",我将在南部边境建造一堵巨大的墙，并杀死任何试图翻越它的人。,0.85,0.45,0.0,0.85,0.0,0.0
Native American logon ki soch bahut beemari hai. Unka dil toh bahut kharab ho gaya hai.,1.0,hi,0.85,Native American thinking is very sick. Their hearts have become very corrupt.,美国原住民的思维方式非常病态。他们的内心已经严重扭曲了。,0.85,0.85,0.85,0.85,0.85,0.85
"सिनोइयों की राजनीतिक शक्ति बढ़ रही है, लेकिन इसका नैतिकता नहीं।",1.0,hi,0.45,"The political power of the Chinese is increasing, but its morality is not.",辛诺伊的政治力量正在增强，但其道德性却并非如此。,0.45,0.45,0.15,0.65,0.15,0.65
सब से अधिक विशाल योनि वाली सभी एशियाई हैं,1.0,hi,0.85,All the largest vaginas belong to Asians.,所有亚洲人中拥有最宽大阴道的。,0.85,0.85,0.85,0.85,0.85,0.85
"जब दिव्यांग बच्चों के साथ खेलते दिखे सुशांत, बहन श्वेता ने शेयर किए वीडियो",0.0,hi,0.05,"When Sushant was seen playing with disabled children, sister Shweta shared the video.",当苏尚特与残疾儿童玩耍时，妹妹施韦塔分享了视频。,0.05,0.02,0.0,0.0,0.0,0.02
"यहीं तो हमारा न्यू इंडिया है, पहले भाजपा देश के अंदर धर्म-जाती की राजनीति लाई?? अब देश के जनता के लोगो के अंदर इतना भेद-भाव कर दिया है BJP और गोदी मीडिया ने की यहां अब रेप करने वालो को धर्म से जोड़ के देखा जाता है। शर्म आती है ऐसे लोगों की सोच के लेकर क्या बना डाला इस देश को।",1.0,hi,0.75,"This is our New India, where previously the BJP brought politics of religion and caste inside the country?? Now, the BJP and Godi media have created so much discrimination among the people of the country that here, rapists are now viewed through the lens of religion. It's shameful to think what such people have made of this country.",这就是我们的新印度，以前是人民党在国内搞宗教和种姓政治？现在人民党和御用媒体对国内民众造成了如此大的分裂，以至于现在连强奸犯都要被与宗教挂钩来看待。为这些人的想法感到羞耻，他们把国家变成了什么样子。,0.85,0.65,0.45,0.35,0.15,0.45
"पान्डे जी, कमीना जात पात खेलने आया था",1.0,hi,0.85,"Pandey ji, you came to play the despicable game of caste.",潘迪先生，你来这里是为了玩卑鄙的种姓游戏。,0.85,0.45,0.85,0.85,0.85,0.85
अन्तद्राविती दवाएं कुछ भी नहीं कर रही हैं। बस मुझे इन शीर्ष प्रबंधकीय बैठकों में जैसे एक ज़ोंबी महसूस करा रही हैं। यहां तक कि इसका क्या मतलब है?,0.0,hi,0.45,The antidepressants aren't doing anything. They just make me feel like a zombie in these top managerial meetings. What does it even mean?,抗抑郁药一点用都没有。只是让我在这些高层管理会议上感觉像个僵尸一样。这到底是什么意思？,0.65,0.15,0.05,0.05,0.05,0.05
"RT सुना है..?🤔 टमाटर देशद्रोही हो गए है, मोड़ी जी की उम्र को पार कर गए हैं,""🤣",1.0,hi,0.15,"RT heard..?🤔 Tomatoes have become traitors, they have surpassed Modi ji's age,""🤣","RT 听说了吗？🤔 番茄都叛国了，居然比莫迪的年纪还大，""🤣",0.15,0.45,0.05,0.0,0.0,0.05
"नमस्ते दोस्तों, आज मैं अपनी दादी के साथ बिताए गए खास पलों को याद करता हूँ। उनकी संस्कृति और परंपराओं ने मुझे बहुत कुछ सिखाया। #मेक्सिकनप्रIDE",0.0,hi,0.02,"Hello friends, today I reminisce about the special moments spent with my grandmother. Her culture and traditions taught me so much. #MexicanPride",朋友们，今天我想起了与祖母共度的特别时光。她的文化和传统教会了我很多。#墨西哥骄傲,0.02,0.02,0.0,0.0,0.0,0.0
"Mental illness tumhare liye ek bada problem hai, tum isse pehchane nahin paate ho.",1.0,hi,0.35,"Mental illness is a big problem for you, you cannot recognize it.",精神疾病对你来说是个大问题，你无法识别它。,0.15,0.15,0.0,0.15,0.05,0.05
हमारा चौकीदार खिचड़ी दलिया खाता है फिर वह कुत्तों को हड्डी कैसे डालेगा इसीलिए सारे कुत्ते हमेशा भोंकते ही रहते हैं 🤘🌷,1.0,hi,0.15,"Our watchman eats khichdi porridge, so how will he throw bones to the dogs? That's why all the dogs keep barking all the time 🤘🌷",我们的门卫吃的是杂烩粥，他哪来的骨头喂狗呢？所以那些狗总是叫个不停。🤘🌷,0.15,0.02,0.15,0.15,0.1,0.15
"मेरे दोस्तों को मुझसे बात करते समय, मैंने महिलाओं से संबंधित ऐसी हरकतें देखी हैं, जो मुझे बहुत परेशान करती हैं।",1.0,hi,0.15,"When my friends talk to me, I've seen behaviors related to women that really bother me.",在与朋友交谈时，我注意到一些涉及女性的行为，这让我感到非常困扰。,0.15,0.15,0.0,0.15,0.05,0.05
"जब मैं स्कूल में था तो मेरे क्लास में मैं ही एक एशियन था, अब मैं मॉल जाता हूँ और वहाँ बहुत से एशियाई हैं",0.0,hi,0.05,"When I was in school, I was the only Asian in my class, now I go to the mall and there are many Asians there.",当我在学校时，班上只有我一个亚洲人，现在我去商场，那里有很多亚洲人。,0.05,0.0,0.0,0.0,0.0,0.0
"मैंने किताबें प्रकाशित कीं, व्याख्यान दिए, और अब मैं एक सरल संदेश लिखने की कोशिश करती हूँ तो महसूस करती हूँ कि मैं एक धोखाधारी हूँ। यह अपराध मुझे अपने पीछे घूमता रहता है। मैंने इतनी बड़ी संख्या में लोगों को ऐसा विश्वास दिलाया था कि वे मेरी बात समझेंगे, और अब मैं यह नहीं जानती कि मैं उन्हें कैसे धोखा दे सकी।",0.0,hi,0.15,"I have published books, given lectures, and now when I try to write a simple message, I feel like a fraud. This guilt keeps haunting me. I had convinced so many people that they would understand me, and now I don't know how I could have deceived them.",我曾出版书籍，发表演讲，如今却连写一条简单的讯息都感到自己像个骗子。这种负罪感如影随形。我曾让那么多人相信他们能理解我，而现在我却不知自己是如何欺骗了他们的。,0.65,0.05,0.0,0.05,0.0,0.0
अनुसूचित जातियों और अल्पसंख्यक समुदायों के साथ-साथ सभी विचारों और दृष्टिकोणों को शामिल करने के लिए निर्णय लेने की प्रक्रिया में विभिन्न आवाजों को बढ़ावा देना चाहिए।,0.0,hi,0.05,"Decision-making processes should promote diverse voices to include scheduled castes and minority communities, as well as all ideas and perspectives.",在决策过程中，应促进不同声音的参与，以涵盖所有思想和观点，包括表列种姓和少数群体社区。,0.02,0.02,0.0,0.0,0.0,0.0
"मैंने देखा कि ये लड़कियाँ अपने पतियों के पैसे लेती हैं, और फिर वे उन्हें धोखा देती हैं।",1.0,hi,0.65,"I saw that these girls take their husbands' money, and then they cheat on them.",我看到这些女人拿着丈夫的钱，然后背叛了他们。,0.65,0.65,0.15,0.15,0.15,0.35
मैंneetox Mexico 3 baar aage 4 saalon ke bawjood gaya hoon,0.0,hi,0.01,I have been to Mexico 3 times in the last 4 years.,我已经去过墨西哥三次了，尽管这四年里。,0.02,0.15,0.0,0.05,0.0,0.0
"मेरे प्यारे बेरोजगार युवा साथियो,आज 9 सितम्बर है आज एक बार फिर से सोशल मीडिया के माध्यम से सरकार की नींद तोड़ने का पुरजोर प्रयास करेंगे। 9Baje9Minute",1.0,hi,0.15,"My dear unemployed youth comrades, today is September 9th. Today, once again, we will make a strong effort to wake up the government through social media. 9 o'clock, 9 minutes.",我亲爱的失业青年朋友们，今天是9月9日，今天我们将再次通过社交媒体，全力尝试唤醒政府的注意。9点9分钟。,0.15,0.02,0.05,0.02,0.05,0.02
"हमें लैटिनो समूह की मदद करनी चाहिए, ताकि हम एक अधिक समृद्ध और सामाजिक समाज बन सकें।",1.0,hi,0.05,We should help the Latino group so that we can build a more prosperous and social society.,我们应该帮助拉丁裔群体，这样我们才能建立一个更加繁荣和和谐的社会。,0.05,0.02,0.0,0.05,0.0,0.0
कुछ भाषाओं में स्पैंग्लिश जैसा कुछ है,0.0,hi,0.05,Some languages have something like Spanglish.,在某些语言中，有类似西班牙英语的东西。,0.05,0.15,0.0,0.0,0.0,0.0
अनंत आशावाद के दार्शनिक परिणाम मेरी सकारात्मक मनोविज्ञान की शैक्षिक प्रयासों को दिखाई देता है और गलत दिशा में जा रहा है।,0.0,hi,0.15,The philosophical consequences of infinite optimism reveal that my educational efforts in positive psychology are misguided and heading in the wrong direction.,无限乐观的哲学后果，在我的积极心理学学术努力中显现，并正走向错误的方向。,0.15,0.02,0.0,0.0,0.0,0.0
"मेरे पिताजी कहते है शेर जो बकरी के जुंड मे चला जाए तो इस के गुण बकरी जैसा बर्ताव करने लगता है, और जैसे ही महाराट्र मे सरकार बदली उससे क्या और आसा दिखाया देती है। 👇☠️👇",1.0,hi,0.45,"My father says that if a lion joins a herd of goats, it starts behaving like a goat, and as soon as the government changed in Maharashtra, what else could be expected? 👇☠️👇",我父亲常说，狮子若混入羊群，其行为也会变得像羊一样。而马哈拉施特拉邦政府一换，又能期待它带来什么新气象呢？👇☠️👇,0.45,0.65,0.15,0.85,0.15,0.85
"हर एक चोट की गहराई में एक जीत की कहानी छिपी होती है। आज मैं समझ गया हूँ कि मेरे संघर्ष मुझे नहीं तय करते, बल्कि मजबूत बनाते हैं।",0.0,hi,0.02,"In the depth of every wound lies a story of victory. Today, I have understood that my struggles do not define me, but they make me stronger.",每一道伤痕的深处，都藏着一个胜利的故事。今天我明白了，我的挣扎并不能定义我，而是让我变得更坚强。,0.02,0.02,0.0,0.0,0.0,0.0
"जापानी संस्कृति उनके समाज का एक महत्वपूर्ण हिस्सा है, लेकिन यह आवश्यक है कि हम अनुभवों और दृष्टिकोणों की विविधता को पहचानें और सम्मान करें। जापान में एक समृद्ध रंगीन परंपरा, आदतें, और जीवनशैलियों का सामूहिक है जो बहुत अधिक क्षेत्रों और समुदायों में विभिन्नता के साथ आती है",0.0,hi,0.02,"Japanese culture is an important part of their society, but it is essential that we recognize and respect the diversity of experiences and perspectives. Japan has a rich, colorful tradition, habits, and lifestyles that come with great diversity across many regions and communities.",日本文化是他们社会的重要组成部分，但我们必须认识到并尊重经验和观点的多样性。日本拥有丰富的多彩传统、习俗和生活方式，这些在不同地区和社区中呈现出极大的多样性。,0.02,0.02,0.0,0.0,0.0,0.0
"चीनी समुदाय के साथ हमारी सहयोग और समर्थन नेटवर्क में शामिल होने का अवसर है, लेकिन यह सुनिश्चित करना आवश्यक है कि सभी जिन्हें इसका लाभ उठाने में सक्षम हैं, वे इस अवसर को प्राप्त कर सकें। हमारा उद्देश्य समावेशी और समतुल्य पहुंच सुनिश्चित करना है, जिसमें सभी को उनकी भाषा, संस्कृति, और आवश्यकताओं के अनुसार सहायता प्रदान की जाए।",0.0,hi,0.02,"There is an opportunity to join our collaboration and support network with the Chinese community, but it is essential to ensure that all those who are capable of benefiting from it can access this opportunity. Our aim is to ensure inclusive and equitable access, providing assistance to everyone according to their language, culture, and needs.",我们有机会加入与华人社区的合作与支持网络，但必须确保所有有能力从中受益的人都能获得这一机会。我们的目标是确保包容性和平等的访问，根据每个人的语言、文化和需求提供相应的帮助。,0.02,0.0,0.0,0.0,0.0,0.0
भा गुंनी दातिप बितादी,0.0,hi,0.05,Bhaguni Datip Bitadi,我无法理解您提供的文本。,0.05,0.15,0.0,0.1,0.0,0.1
अतिवर्षा एवं पीला रोग के चलते किसानों की सोयाबीन की फसल खराब हो गयी है। दिल्ली सरकार की तरह मध्यप्रदेश सरकार द्वारा भी 50000रु प्रति हेक्टेयर का मुआवजा की मांग को लेकर प्रदेश अध्यक्ष जी ने मुख्यमंत्री . को कलेक्टर भोपाल के द्वारा ज्ञापन सौंपा।,0.0,hi,0.05,"Due to excessive rainfall and yellowing disease, the soybean crop of farmers has been damaged. Similar to the Delhi government, the state president demanded compensation of ₹50,000 per hectare from the Madhya Pradesh government and submitted a memorandum to the Chief Minister through the Collector of Bhopal.","由于过度降雨和黄化病的影响，农民的大豆作物遭受了损失。与德里政府类似，邦主席通过博帕尔地区官员向首席部长提交了备忘录，要求每公顷赔偿50,000卢比。",0.05,0.02,0.0,0.0,0.0,0.0
इस देश में अल्पसंख्यकों के खिलाफ लंबी एकत्रित इतिहास है और यह आज भी जारी है,0.0,hi,0.45,"This country has a long, accumulated history of discrimination against minorities, and it continues to this day.",这个国家长期以来一直存在着针对少数群体的历史，并且这种情况至今仍在持续。,0.45,0.85,0.15,0.15,0.15,0.35
पैरालाइज़ वालों को देखकर लगता है कि उनकी जिंदगी कुछ भी नहीं है,1.0,hi,0.85,Looking at paralyzed people makes it seem like their life is nothing.,看到瘫痪的人，感觉他们的生活一无所有。,0.3,0.1,0.0,0.05,0.05,0.05
"रेट फिक्स शाहीन बाग   500 रुपये 72हुरो के पास रवानगी का टिकट   मात्र    5000 रुपये फुल इंजाय,, लेकिन यात्री अपने सामान की खुद सुरक्षा करेे,,, 😂😂",1.0,hi,0.15,"Rate fixed Shahin Bagh   500 rupees for 72-hour departure ticket   only    5000 rupees full enjoy,, but passengers take care of their own luggage,,, 😂😂",费率固定沙欣巴格   500卢比 72小时出发票   仅需5000卢比即可享受全程乐趣，但乘客需自行保管行李，，， 😂😂,0.1,0.1,0.15,0.15,0.0,0.15
यूएन के द्वारा 21वीं सदी का यह सबसे बड़ा जनोसाइड है पर क्या मजाल है कि किसी मुस्लिम या लिब्रांडू ने इसके बारे में छापा हो इस्लाम में शांति लाने के लिए गैर मुस्लिमों को मारा जाता है यह इसका सबूत है..,1.0,hi,0.85,"This is the largest genocide of the 21st century by the UN, but how dare any Muslim or liberal publish about it? In Islam, non-Muslims are killed to bring peace—this is proof of it.",联合国称这是21世纪最大规模的种族灭绝，但哪个穆斯林或自由派敢报道呢？为了给伊斯兰带来和平，非穆斯林被杀害，这就是证据。,0.85,0.85,0.85,0.85,0.85,0.85
"मैं जैसे शीतकालीन में एक मरी हुई पेड़ की तरह महसूस करता हूँ। बढ़ने के लिए ताकत नहीं, वसंत देखने की उम्मीद नहीं। खालीपन में बस मौजूद होना।",0.0,hi,0.15,"I feel like a dead tree in winter. No strength to grow, no hope of seeing spring. Just existing in emptiness.",我就像冬日里一棵枯死的树。没有生长的力量，没有看到春天的希望。只是在空虚中存在着。,0.15,0.15,0.0,0.02,0.05,0.05
"कभी-कभी मैं सोचता हूँ कि अगर मैं गायब हो जाऊं तो कोई नोटिस नहीं लेगा। लेकिन फिर मैं याद करता हूँ, ऑफिस में साराह, जैसे वह तलाक के बाद कैसे गुजरी थी, क्योंकि मैंने उसकी सुनी। और मेरे पड़ोसी का बच्चा, जिसके लिए मैंने होमवर्क की मदद की। ये छोटे-छोटे संबंध महत्वपूर्ण हैं। हम सभी एक-दूसरे के इलाज का हिस्सा हैं।",0.0,hi,0.05,"Sometimes I think if I disappeared, no one would notice. But then I remember Sarah at the office, how she got through her divorce because I listened to her. And my neighbor's kid, who I helped with homework. These small connections matter. We are all part of each other's healing.",有时我会想，如果我消失了，可能没人会注意到。但转念间，我又想起办公室的莎拉——她离婚后艰难的日子里，我曾倾听她的诉说；还有邻居家那个孩子，我辅导过他写作业。这些看似微小的联结其实很重要。我们都在彼此的生命中扮演着治愈的角色。,0.05,0.02,0.0,0.0,0.0,0.0
"सोशल डिस्टेंसिंग का पालन नहीं किया तो मेट्रो नहीं रुकेगी, जानें जरूरी बातें via DelhiMetro Metro",0.0,hi,0.15,"If social distancing is not followed, the metro will not stop, know the essential details via DelhiMetro Metro.",若不遵守社交距离，地铁将不会停靠，了解重要事项 via DelhiMetro Metro,0.15,0.15,0.0,0.0,0.0,0.05
"सांस ले और आगे बढ़ो, दोस",0.0,hi,0.02,"Take a deep breath and move forward, friend.",深呼吸，继续前进，朋友。,0.05,0.05,0.0,0.0,0.0,0.0
अनैतिक अपराधी हैं,1.0,hi,0.85,They are immoral criminals.,有不道德的罪犯。,0.85,0.85,0.85,0.85,0.85,0.85
यह सिव दो निर्दोष साधु की हत्या नहीं था बल्कि हमारी हिन्दू संस्कृति की हत्या थी और अगर इससे रोका नहीं गया तो ऐसे किस्से और होते रहेंगे ।।,1.0,hi,0.85,"This was not just the murder of two innocent saints, but the murder of our Hindu culture, and if it is not stopped, such incidents will continue to happen.",这不仅仅是两位无辜圣人的谋杀，更是对我们印度教文化的扼杀。如果不加以制止，此类事件还将继续发生。,0.85,0.65,0.15,0.85,0.15,0.85
मेक्सिको के लोगों की बुरी भावनाओं और उनके मन के अंदर के दर्द हमें उन्हें एक अलग व्यक्ति बनाते हैं जो हमारे समाज में कोई महत्व नहीं रखते।,1.0,hi,0.85,The negative sentiments of the Mexican people and the pain within their hearts make them a different person who holds no importance in our society.,墨西哥人民的负面情绪和内心的痛苦使他们成为我们社会中无足轻重的异类。,0.85,0.85,0.85,0.85,0.15,0.85
