text,label,language,depression_prob,text_en,text_zh,depression_prob_en,depression_prob_zh
"\u092c\u093f \u092e\u094d\u0904 \u0928\u0932\u0947\u093f \u092b\u0930\u093f \u0925\u093f \u0921\u0940\u092a\u0930\u093f \u092e\u094d\u0904, \u0928\u0932\u0947\u093f \u092b\u0930\u093f \u0925\u093f \u0921\u0940\u092a\u0930\u093f \u092e\u094d\u0904. \u0928\u0932\u0947\u093f \u092b\u0930\u093f \u0925\u093f \u0921\u0940\u092a\u0930\u093f \u092e\u094d\u0904 \u0928\u0932\u0947\u093f \u092b\u0930\u093f \u0925\u093f \u0921\u0940\u092a\u0930\u093f \u092e\u094d\u0904. \u0928\u0932\u0947\u093f \u092b\u0930\u093f \u0925\u093f \u0921\u0940\u092a\u0930\u093f \u092e\u094d\u0904 \u0928\u0932\u0947\u093f \u092b\u0930\u093f \u0925\u093f \u0921\u0940\u092a\u0930\u093f \u092e\u094d\u0904. \u0915\u0928\u0932\u0947\u093f \u092b\u0930\u093f \u0925\u093f \u0921\u0940\u092a\u0930\u093f \u092e\u094d\u0904. \u0915\u0928\u0932\u0947\u093f \u092b\u0930\u093f \u0925\u093f \u0921\u0940\u092a\u0930\u093f \u092e\u094d\u0904.",0.0,ne,0.0,"In my blue ferry, in my blue ferry. In my blue ferry, in my blue ferry. In my blue ferry, in my blue ferry. In my blue ferry. In my blue ferry.",比姆，纳莱·法里·蒂·迪帕里姆，纳莱·法里·蒂·迪帕里姆。纳莱·法里·蒂·迪帕里姆，纳莱·法里·蒂·迪帕里姆。纳莱·法里·蒂·迪帕里姆，纳莱·法里·蒂·迪帕里姆。卡纳莱·法里·蒂·迪帕里姆。卡纳莱·法里·蒂·迪帕里姆。,0.001,0.0
She raised the voice of Hindus in Bangladesh who r mercilessly persecuted everyday by Majority Muslims. zindabad,0.0,bn,0.0,She raised the voice of Hindus in Bangladesh who are mercilessly persecuted every day by the majority Muslims. Long live.,她为孟加拉国印度教徒发声，他们每日遭受多数派穆斯林的残酷迫害。印度教徒万岁。,0.0,0.1
"i swear, pakistanis are the most annoying people on earth",1.0,ur,0.001,"I swear, Pakistanis are the most annoying people on earth.",我发誓，巴基斯坦人真是世界上最烦人的。,0.1,0.1
"तुम्ही शारीरिक असामान्यता सारखे काही असू शकतात, परंतु तुम्हाला ह्याच बाबत माझे लक्ष देणे आवश्यक नाही.",1.0,mr,0.15,"You may have some physical abnormalities, but you do not need to pay attention to my focus on this matter.",你可能有些身体上的异常，但无需为此过分在意我的看法。,0.1,0.1
"I appreciate the warmth and camaraderie that often comes with the Filipino culture, particularly in social gatherings where humor is frequently shared",0.0,tl,0.05,"I value the warmth and sense of community often found in Filipino culture, especially during social events where humor is commonly exchanged.",我欣赏菲律宾文化中常有的热情与友情，尤其是在社交聚会上，幽默常常成为大家共享的乐趣。,0.05,0.0
©ا می شو ًہ نا َ سال قُاوُ منلبم منله منله ? ًہَـيوُ?,1.0,ur,0.75,What is the name of this year?,我怎么能忘记那一年呢？,0.001,0.15
Did you know that many Filipinos have ancestral roots from China?,0.0,tl,0.0,Did you know that many Filipinos have ancestral roots from China?,你知道吗，许多菲律宾人的祖先其实来自中国。,0.0,0.0
Muslim voices deserve equal representation in decision-making.,0.0,ur,0.0,Muslim voices deserve equal representation in decision-making.,穆斯林的声音在决策中应得到平等体现。,0.001,0.0
तस गुंकापि दानभाहबा,0.0,ne,0.25,That's why we should donate.,他慷慨地给予捐赠。,0.001,0.001
as a Filipino memer Have my upvote,0.0,tl,0.001,"As a Filipino memer, you have my upvote.",作为一名菲律宾的梗图爱好者，我为你点赞。,0.001,0.001
Eid Mubarak brother! Inshallah this Ramadan was as uplifting for you as it was for me,0.0,ur,0.001,"Eid Mubarak, brother! I hope this Ramadan was as spiritually uplifting for you as it was for me.",开斋节快乐，兄弟！愿这个斋月对你我一样充满启迪与提升。,0.0,0.0
ਪੈਰਾਪਿਗਲੋ ਜ਼ਿੰਦਗੀ ਬਚਾਉਣ ਵਾਲੇ ਨੂੰ ਆਮ ਤੌਰ 'ਤੇ ਅਸਥਿਰ ਹੁੰਦੇ ਹਨ।,1.0,pa,0.25,Paragliders are generally unstable for life-saving purposes.,帕拉皮格洛救生员通常是不稳定的。,0.001,0.15
"ਉਨ੍ਹਾਂ ਨੂੰ ਵਿਅਰਥ ਪ੍ਰਯਤਨਾਂ ਕਰਨ ਲਈ ਚੁਣੌਤੀ ਦਿੱਤੀ ਜਾਂਦੀ ਹੈ, ਕਿਉਂਕਿ ਇਸ ਦੀ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਬਣਨ ਤੋਂ ਇਨਕਾਰ ਹੈ।",1.0,pa,0.65,They are challenged to make futile efforts because they refuse to become effective.,他们因拒绝变得有效而面临徒劳努力的挑战。,0.15,0.2
सम चुंतिबीगादी?,0.0,ne,0.45,What are you thinking about?,你还好吗？,0.001,0.05
Happy Eid'l Fitr to us my Muslim Brothers and Sisters! Alhamdulillah,0.0,tl,0.001,"Happy Eid al-Fitr to us, my Muslim brothers and sisters! Alhamdulillah.",祝我们穆斯林兄弟姐妹开斋节快乐！感谢真主。,0.001,0.0
"ਪੌਣੀ ਵਿੱਚ ਸਭ ਤੋਂ ਘੱਟ ਗਿਣਤੀ ਵਾਲੇ ਅਧਿਕ ਭਾਈਚਾਰਿਆਂ ਦੀ ਮੌਜੂਦਗੀ ਨੂੰ ਸਵੀਕਾਰ ਕਰਨਾ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀ ਆਪਣੀਆਂ ਭਾਸ਼ਾਵਾਂ, ਧਰਮਾਂ ਅਤੇ ਸੱਭਿਆਚਾਰਾਂ ਨੂੰ ਮਾਨਤਾ ਦੇਣਾ",0.0,pa,0.0,"Recognizing the presence of the least represented communities in Pauni and acknowledging their own languages, religions, and cultures.",承认少数群体在社区中的存在，并尊重他们自己的语言、宗教和文化。,0.0,0.0
"Khair Mubarak sir. May this eid may Allah bring us De ligt, fernandez and many more",0.0,ur,0.0,"Khair Mubarak, sir. May this Eid bring us De Ligt, Fernandez, and many more.",开斋节快乐，先生。愿真主在这个节日里赐予我们德里赫特、费尔南德斯以及更多恩典。,0.0,0.0
ਉਨ੍ਹਾਂ ਨੂੰ ਆਪਣੇ ਖੁਲ੍ਹੇ ਮੋਢੇ ਦੀ ਜ਼ਿੰਦਗੀ ਵਿਚ ਕਈ ਭਾਰੀ ਡਰ ਪੈਂਦੇ ਹਨ।,1.0,pa,0.75,They have many deep fears in their carefree life.,他们对自己自由奔放的生活感到许多沉重的恐惧。,0.15,0.15
ਨੇਤਰੀ ਅਮਰੀਕੀਆਂ ਦੇ ਵਿਚਾਰਾਂ ਜ਼ਿਆਦਾ ਸਥਾਨਕ ਪ੍ਰਬੰਧਾਂ 'ਤੇ ਅਧਾਰਤ ਹਨ।,1.0,pa,0.0,Native Americans' views are largely based on local governance.,美国人的观点更多地基于地方治理。,0.0,0.0
Eid mubarak to all of us. Let us all forgive ang love and just love!,0.0,tl,0.001,"Eid Mubarak to all of us. Let us all forgive and love, and just love!",祝我们所有人开斋节快乐。让我们彼此宽恕，充满爱意，唯有爱！,0.001,0.0
"नेहमी तुम्ही ह्यावर चर्चा करतात, परंतु तुम्ही कधी ह्याच बाबत माझ्या मनाला दुःख करू शकल नाही?",1.0,mr,0.75,"You always discuss this, but have you ever been able to hurt my feelings about it?",你们总是在讨论这件事，但你们可曾考虑过这让我心里有多难过？,0.05,0.75
"Musalmanon ki samajdaari aisi hai jahan unhone apni tarah se logon ka saamna kiya hai, humein bhi wahi mahsoos hota hai.",1.0,ur,0.25,"The wisdom of Muslims is such that where they have faced people in their own way, we also feel the same.",穆斯林的智慧在于，他们以自身的方式面对人群，我们亦能感受到同样的氛围。,0.0,0.0
ਪਸ਼ਟੂ ਨਾਲ ਜੋੜੀ ਗਈ ਅਨਿਯਮਤਾ ਦੇ ਕਾਰਨ ਉਚਿਤ ਹੁੰਦੀ ਨਹੀਂ ਹੈ,1.0,pa,0.25,The irregularity associated with Pashto is not appropriate.,由于与普什图语相关的不规则性，它并不合适。,0.0,0.0
Wishing each other on Eid deepens the bond of love and brotherhood. Blessed Eid ul-Fitr to all of you. * Eid Mubarak.,0.0,ur,0.001,Exchanging Eid greetings strengthens the bonds of love and brotherhood. A blessed Eid ul-Fitr to you all. * Eid Mubarak.,互致开斋节问候，让爱与兄弟情谊的纽带更加深厚。愿大家度过一个吉庆的开斋节。* 开斋节快乐。,0.001,0.0
"Oh Philippines, im a pinoy im proud",0.0,tl,0.001,"Oh Philippines, I am a Filipino and I am proud.",哦菲律宾，我是菲律宾人，我自豪。,0.0,0.0
Happy Eid Mubarak in advance to all Muslims,0.0,ur,0.0,Happy Eid Mubarak in advance to all Muslims.,预祝所有穆斯林开斋节快乐。,0.001,0.001
Life this if you are FILIPINO,0.0,tl,0.25,Like this if you are Filipino.,如果你是个菲律宾人，就为这样的生活点赞。,0.001,0.0
May Allah destroy all the blasphemer around the world!,1.0,ur,0.0,May Allah eradicate all blasphemers across the world!,愿真主惩罚世上所有亵渎神明之人！,0.0,0.0
Proud of Bangladesh ( Rifaul ),0.0,bn,0.001,Proud of Bangladesh (Rifaul),为孟加拉国（里法乌尔）感到自豪,0.0,0.0
ਅਨਾਜ਼ ਆਫ਼ ਏਡਵੈਂਚਰ: ਇੱਕ ਸਮਾਜਿਕ ਤੌਰ 'ਤੇ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਅਤੇ ਸਹਿਯੋਗੀ ਤਰੀਕੇ ਨਾਲ ਇੰਡੀਅਨ ਕਮੁਨਿਟੀ ਦੇ ਜੀਵਨ ਵਿੱਚ ਖੋਜ ਅਤੇ ਸਹਿਯੋਗ ਲਈ।,0.0,pa,0.0,Grain of Adventure: For exploring and collaborating in the life of the Indian community in a socially impactful and cooperative way.,冒险的呼唤：以具有社会影响力和协作性的方式，探索并融入印度社区的生活。,0.0,0.0
"Quran , what Quran says and teaches, benefits of learning Quran. - We are slaves of Allah URL",0.0,ur,0.001,"The Quran, its teachings and messages, and the benefits of studying the Quran. - We are servants of Allah.",《古兰经》的内容与教诲，学习《古兰经》的益处——我们是安拉的仆人。,0.001,0.0
"ਉਨ੍ਹਾਂ ਨੇ ਐਚ ਪੁਲਕਰਸ ਦੇ ਵੱਡੇ-ਭਾਗੀ ਖੋਜ ਕਾਰਯਕ੍ਰਮ ਤੋਂ ਬਿਨਾਂ ਲੱਭੇ, ਹਾਲਾਂਕਿ ਉਸ ਦੀਆਂ ਚੋਣਾਂ ਵਿੱਚ ਅਜਿਹੇ ਗੁਰੂ ਸਨ।",0.0,pa,0.25,"They found it without the major research program of H. Pulkar, even though his choices included such masters.",尽管他的选择中有这样的导师，但他们并未在H. Pulkar的大型研究项目中找到。,0.0,0.05
"Haram kareedo LGBTQ, unhein ghar par nahin rakhna chahiye.",1.0,ur,0.0,"LGBTQ individuals are committing sin, they should not be allowed to live at home.",LGBTQ群体是罪恶的，不应该让他们留在家里。,0.0,0.0
Shiv Sena reaches out to women voters through 'Mauli Sanvad' campaign URL,0.0,mr,0.0,Shiv Sena connects with women voters through the 'Mauli Sanvad' campaign.,湿婆神军党通过“Mauli Sanvad”活动接触女性选民。,0.0,0.0
ਜਿਨ੍ਹਾਂ ਲਈ ਸਮਾਜਿਕ ਪਰਿਵਰਤਨ ਉਚਿਤ ਨਹੀਂ ਹੁੰਦਾ ਅਤੇ ਬਾਹਰਲੇ ਮੌਸਮ ਦੀ ਗੱਲ ਕਰਨ ਵਿੱਚ ਭੈੜਾ ਪਾਏ ਜਾਂਦੇ ਹਨ,1.0,pa,0.25,Those for whom social change is not appropriate and are found to be bad at talking about the external weather.,对于那些认为社会变革不适宜，且在外界气候讨论中显得格格不入的人来说。,0.05,0.1
मि्नलीते दौहकपैमिीफिीँनले भहते निौनलकपैमिीँफिीआयले. मि्नलीते निौनलकपैमिीँफिीआयले नहते ?,1.0,ne,0.5,You are the one who is not a human being. Am I not a human being?,米利特·道哈卡帕米菲恩莱·巴哈特·尼奥纳尔卡帕米菲亚莱。米利特·尼奥纳尔卡帕米菲亚莱·纳哈特？,0.1,0.0
"व्हेलचेयर उपयोगकर्ता को उनके पास होने वाली चीजों के लिए आभारी होना चाहिए, उन्हें जीवित रहने में शुभ होना चाहिए, उन्हें अपने द्वारा किसी भी चीज़ करने के लिए खुश होना चाहिए",1.0,mr,0.05,"Wheelchair users should be grateful for the things they have, should be blessed to be alive, and should be happy for anything they are able to do.",轮椅使用者应当感恩拥有的一切，为能够生存而感到庆幸，并为自己能够完成任何事而感到快乐。,0.1,0.1
